0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0006939977064030245,0.0008098108811100247,0.00039496878405770986,0.0006090761454834137,1.053389514334091e-05,0.00016700696196039644,0.000636896015421371,0.0011842402078764281,0.000345991116737423,4.134885670737276e-05,0.00025216494683263593,1.0009377183549661e-05,2.3699792140481347e-05,4.356104969486796e-06,1.380611615239502e-05,6.542933750087743e-06,0.00011671625593213441,4.0563077877777684e-05
0.00069209460154525,0.0007692233571287943,0.0004303473621621379,0.000560600029748457,1.0266671220023893e-05,0.00015168251676641375,0.0004847595218598144,0.0010810455362661741,0.0003635344545909902,1.25203220630965e-05,0.00023550575784611283,1.4346784740060237e-05,2.5652886431446475e-05,8.008019342373718e-06,1.9468541615380587e-05,6.322927985747962e-06,0.00012028475069306488,2.6093268347722186e-05
0.0007718436347204261,0.0008532745611591963,0.0005198512866627425,0.0006210639303753851,1.1322819381152927e-05,0.00016576149495449498,0.00048705029625125464,0.0011400021224108059,0.0003926644168313942,3.616078864524752e-05,0.00024248588326372555,1.562911406338685e-05,2.8506656855595836e-05,9.159998355494636e-06,2.0369168086959988e-05,6.920020780601388e-06,0.00012974333839039788,1.5691577766929754e-05
0.0008791854728042381,0.000967375750260544,0.00062659018796694,0.0007061003967828583,1.2282378262272222e-05,0.0001818964358926678,0.0005146981652796967,0.00122970861804788,0.0004330520938310656,6.463093809088604e-05,0.00025459548423896196,1.6427189739949278e-05,3.1747894291467295e-05,9.470753563452506e-06,2.1060763223150758e-05,7.526148826479118e-06,0.00014015379857973187,1.5231766962804371e-05
0.0010170956725050928,0.0011130977809079923,0.000758223904267652,0.0008157075612689369,1.3451035561982128e-05,0.00020040905506448324,0.0005576220307921176,0.0013435871788533404,0.0004845314070553286,9.793190476557356e-05,0.0002683006504594232,1.7076003042721942e-05,3.5593754620086846e-05,9.45150536814987e-06,2.1574565784820975e-05,8.31195934056339e-06,0.00015222150041624692,2.0926752605170407e-05
0.0011853594669082668,0.0012894936426891945,0.0009171210299246013,0.0009480290473584318,1.4843337379067956e-05,0.00022081143527884705,0.0006115600867269678,0.001477324743173085,0.000547188524651574,0.00013794765010970877,0.0002824504759882984,1.7657055044199566e-05,4.005052964687838e-05,9.278048123688709e-06,2.1944752657217515e-05,9.260021935231232e-06,0.0001663693298738167,3.171974083784335e-05
0.001386718818830559,0.001499042708746856,0.0011076109002169687,0.0011048104467772646,1.6444190130344703e-05,0.00024294988792462392,0.0006754981091216905,0.0016307495973887853,0.0006224643270252273,0.00018690762202822953,0.00029607629561724026,1.8089383274187686e-05,4.529857773276191e-05,9.008453981480535e-06,2.215912292672595e-05,1.0395364052242506e-05,0.00018292595363048392,4.7556905251440184e-05
0.0016262406238820404,0.001746793138445355,0.001335862781270407,0.0012900617116247304,1.8214839375024773e-05,0.0002668264538169751,0.0007498965960985515,0.0018051889369962736,0.0007128105046285782,0.0002472672282237909,0.00030815870144579094,1.8242942522768145e-05,5.1347155058747426e-05,8.647080149668529e-06,2.2148566701266638e-05,1.1721534027872016e-05,0.0002021391667660133,6.910560352480389e-05
0.0019113041408127173,0.002040293067111634,0.0016102680895710363,0.0015100176550913603,2.016684569686844e-05,0.0002924794227874372,0.0008362594479694962,0.0020029262689058667,0.0008217740565305575,0.0003219191681819211,0.0003176135602734576,1.7886376043496632e-05,5.8352671385781815e-05,8.180507220244548e-06,2.179510482178154e-05,1.3295036223870404e-05,0.00022474628771526283,9.768445022018569e-05
0.0022518586002115626,0.002389615192078054,0.0019416918510978575,0.0017731681668374222,2.231517119085258e-05,0.0003199866408976959,0.0009369880265148822,0.002226749958936125,0.0009542255745327566,0.00041429260520089886,0.00032318256555299743,1.6769264381198413e-05,6.659105007267296e-05,7.632503175516448e-06,2.0949803808403277e-05,1.514538108139618e-05,0.0002511017843640673,0.00013524163390684406
0.0026611181523185225,0.0028083801743923687,0.002343915556848515,0.002090923679934349,2.4148782158769366e-05,0.0003495483129427157,0.0010557625335059129,0.002480205053143436,0.0011168771619122708,0.000528387256381393,0.0003235024437344691,1.4354116412503837e-05,7.527689610572707e-05,7.172964351274125e-06,1.9375855340320046e-05,1.720371188386527e-05,0.0002818264065103193,0.00018447778071276844
0.0031560590109438636,0.0033142875260091386,0.0028348261278006246,0.0024789219407830385,2.599803656402777e-05,0.0003815179958473891,0.0011978694514982635,0.002767516635649372,0.001318856078578392,0.0006688426930486457,0.0003171358880717889,1.039856233526093e-05,8.58899282034109e-05,7.673470758948753e-06,1.688773135962718e-05,1.974492692661256e-05,0.0003180047124603291,0.0002489596583109233
0.0037592333668726497,0.0039314511985867285,0.0034373331439564937,0.002958808616385795,2.8394720811160122e-05,0.00041634072608758287,0.001370953802979784,0.0030936513011693024,0.001572779311973136,0.0008407317639648682,0.0003027540459879674,4.398544064130872e-06,9.958176263411999e-05,9.559001788943533e-06,1.3362499939655048e-05,2.283299063457145e-05,0.0003615445887600899,0.0003337524832750205
0.004499731688119937,0.004692483000108041,0.004179474107222632,0.0035605001036310567,3.112509472454228e-05,0.0004549214862527151,0.001585641865094658,0.0034631904677371495,0.0018957550867344253,0.0010488219912804199,0.0002793216898680839,6.519523579626707e-06,0.00011552389376358719,1.312317218031822e-05,8.781845743681683e-06,2.6575346677146783e-05,0.00041440905161761244,0.0004457268528494751
0.005415933447075076,0.005642086728475988,0.005096620532567613,0.00432661898288643,3.425745088130538e-05,0.0004988090368169651,0.0018571630319638643,0.0038802320568356663,0.0023116963301436045,0.0012962608189263846,0.00024667817420777284,2.0675043976789154e-05,0.00013474721378667454,2.22095887478857e-05,3.4790313566590567e-06,3.1190189011294224e-05,0.00047748892963898724,0.0005945642257211148
0.006558985380106606,0.006843364187516272,0.0062342193711083385,0.005318826274597086,3.788046821548652e-05,0.0005508621691114968,0.0022075683396542444,0.0043465484186890535,0.0028541413095081224,0.0015814834237971808,0.00020621356261472102,4.168155179534283e-05,0.00015847099830832435,3.895329012003401e-05,3.7873028618216896e-06,3.6961697440549555e-05,0.0005522650815131413,0.0007937500974367139
0.007996628898545168,0.00838391578057781,0.0076514866255456586,0.006628023516386747,4.285549405056707e-05,0.0006160330373677425,0.002670221254520584,0.0048574999967240726,0.0035695468727499247,0.001893001510616159,0.00016117285116706625,7.241176645989445e-05,0.00018847436164477925,6.743013970948119e-05,9.12942564047725e-06,4.444103350834894e-05,0.0006409454645685741,0.0010621463022835087
0.00982042251038365,0.010389692838070914,0.009433585351798683,0.008392340975697153,4.9597981677764746e-05,0.0007028987852754653,0.003299999529554043,0.005392887336493004,0.004519535557483323,0.002199952788796509,0.00011484624478725891,0.00011713677625764251,0.00022638152232588027,0.00011539048884805059,1.2873481982182966e-05,5.4605859172252023e-05,0.0007432187669772361,0.00142691235334496
0.012162060461705551,0.013041237607831135,0.011719722144771367,0.010821676290361211,5.7881077095562895e-05,0.0008262210591783514,0.004198187735164538,0.005898845875635743,0.005775349928298965,0.0024376349498925263,6.199410472618183e-05,0.00018178145623356734,0.0002731774631185857,0.00019601047624789202,1.4038197633698957e-05,6.932789581470811e-05,0.0008581531881640104,0.0019258789604646154
0.01522584134247154,0.01660042302100919,0.014764624674571679,0.01423178646946326,6.51603732460515e-05,0.001012550069099234,0.005570635184994899,0.006257549211732112,0.00738288776949048,0.0024860356219869573,3.6239639893551615e-05,0.0002749042320109485,0.0003324286004101307,0.00033223431776168154,1.728445135477319e-05,9.256937133493181e-05,0.0009780760643972996,0.002608066063694423
0.01940843420336023,0.021507941449526696,0.019083434883505106,0.019094613771885635,6.413401045706202e-05,0.0013172736691922182,0.007843763357959688,0.006281033965060487,0.009256557518965565,0.0021189108467660842,0.0002940718648460461,0.00040552144878983396,0.0004026939586668554,0.0005692158943855929,4.564633774776894e-05,0.00013350083779656074,0.001064889716315065,0.0035207795072346925
0.025843770506326108,0.02891216062940657,0.025747687187977136,0.0261805752501823,4.6850914072766866e-05,0.0018858038797043264,0.011860783493611962,0.006024698860710487,0.010976250253152102,0.0007344570406348794,0.0007977233496058034,0.0005749690543738595,0.0004975915180096813,0.001012329414988784,0.00017224009060683442,0.00021680939091837104,0.0009289602754593318,0.0046886209785589016
0.038370941393077375,0.04208284080494195,0.03701313087716698,0.03741142156999558,8.030351914541128e-05,0.002912932979161269,0.01910897491965443,0.007347839821595699,0.012107178964652122,0.0045642633643001316,0.0012667278069420718,0.0007867036527401439,0.0006797371164574129,0.0019258962097020848,0.0006205775416173687,0.0003948971653895228,0.00012725966319017347,0.005446779821068048
0.06173805099911988,0.06703633654396982,0.05676935648545623,0.052352612898685036,0.0010047669235497218,0.00585957167277229,0.024135146776679904,0.015516828667605296,0.014762524843681603,0.019161930106347428,0.007630870692664758,0.0005479824562016234,0.0011189491548519114,0.0032545104399784464,0.0016515716600736142,0.0007314477571054568,0.00521773941481527,0.0064300888660363854
